,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1813,male,20,183.0,87.0,25.0,106.0,40.1,141.0
1814,male,77,170.0,74.0,24.0,107.0,40.8,199.0
1815,female,31,168.0,69.0,6.0,86.0,39.0,24.0
1816,male,42,180.0,83.0,28.0,114.0,40.8,219.0
1817,female,21,169.0,64.0,24.0,104.0,41.0,138.0
1818,female,27,163.0,60.0,4.0,82.0,38.7,14.0
1819,female,26,144.0,44.0,15.0,88.0,40.2,66.0
1820,female,30,142.0,52.0,30.0,104.0,40.9,182.0
1821,female,59,155.0,55.0,20.0,96.0,40.4,113.0
1822,male,30,181.0,79.0,10.0,95.0,40.1,43.0
1823,female,27,167.0,63.0,15.0,104.0,40.2,88.0
1824,male,30,185.0,87.0,10.0,87.0,39.7,33.0
1825,female,26,163.0,62.0,15.0,97.0,40.2,77.0
1826,female,60,161.0,64.0,21.0,100.0,40.3,126.0
1827,female,76,151.0,55.0,27.0,112.0,40.5,207.0
1828,female,48,158.0,54.0,4.0,91.0,38.9,20.0
1829,male,28,168.0,75.0,25.0,101.0,40.9,126.0
1830,female,20,170.0,59.0,6.0,83.0,39.3,21.0
1831,female,30,167.0,66.0,27.0,99.0,40.9,144.0
1832,male,46,174.0,80.0,2.0,89.0,38.1,8.0
1833,male,42,179.0,80.0,8.0,93.0,39.4,37.0
1834,female,58,149.0,54.0,24.0,107.0,40.4,164.0
1835,male,59,187.0,93.0,6.0,85.0,39.3,27.0
1836,female,26,170.0,66.0,20.0,107.0,40.3,122.0
1837,female,47,155.0,57.0,21.0,99.0,40.7,121.0
1838,female,32,157.0,52.0,20.0,100.0,40.3,113.0
1839,male,44,184.0,89.0,14.0,96.0,40.2,75.0
1840,female,54,175.0,71.0,11.0,88.0,39.7,50.0
1841,male,28,181.0,82.0,3.0,83.0,38.6,7.0
1842,male,60,194.0,101.0,13.0,92.0,39.7,75.0
1843,female,42,152.0,58.0,9.0,97.0,39.8,49.0
1844,female,63,162.0,61.0,27.0,102.0,41.0,170.0
1845,female,32,161.0,59.0,25.0,110.0,40.7,166.0
1846,female,30,157.0,55.0,17.0,95.0,40.3,86.0
1847,female,30,157.0,52.0,23.0,96.0,40.5,120.0
1848,female,40,169.0,70.0,18.0,97.0,40.5,94.0
1849,male,21,184.0,87.0,10.0,96.0,39.9,42.0
1850,male,75,188.0,98.0,7.0,95.0,39.2,48.0
1851,male,49,181.0,84.0,28.0,104.0,40.8,187.0
1852,male,44,175.0,79.0,19.0,95.0,40.7,95.0
1853,male,23,175.0,75.0,15.0,97.0,40.3,63.0
1854,female,44,183.0,82.0,20.0,103.0,40.4,116.0
1855,male,29,180.0,82.0,19.0,103.0,40.5,105.0
1856,male,54,190.0,94.0,8.0,86.0,39.8,35.0
1857,male,66,189.0,88.0,8.0,85.0,39.8,38.0
1858,male,34,191.0,96.0,15.0,101.0,40.3,87.0
1859,female,28,175.0,71.0,6.0,83.0,39.3,21.0
1860,female,46,155.0,60.0,10.0,98.0,39.8,56.0
1861,female,25,167.0,65.0,14.0,94.0,39.8,66.0
1862,male,55,195.0,102.0,8.0,85.0,39.5,36.0
1863,female,65,153.0,55.0,18.0,103.0,40.5,117.0
1864,male,23,179.0,80.0,29.0,101.0,41.0,142.0
1865,female,20,178.0,70.0,5.0,81.0,39.5,16.0
1866,female,63,175.0,72.0,9.0,86.0,39.2,40.0
1867,female,59,169.0,69.0,1.0,82.0,38.0,4.0
1868,male,23,177.0,85.0,22.0,113.0,40.7,150.0
1869,female,48,154.0,57.0,2.0,91.0,38.6,10.0
1870,female,54,154.0,58.0,7.0,82.0,39.4,28.0
1871,male,45,187.0,91.0,25.0,109.0,41.0,185.0
1872,male,24,174.0,80.0,12.0,99.0,40.1,56.0
1873,female,26,176.0,63.0,17.0,92.0,40.5,77.0
1874,female,79,158.0,62.0,13.0,85.0,40.0,62.0
1875,female,59,154.0,55.0,9.0,101.0,39.7,56.0
1876,female,55,164.0,63.0,6.0,84.0,39.3,25.0
1877,male,28,169.0,75.0,15.0,100.0,40.6,73.0
1878,female,23,148.0,47.0,8.0,87.0,39.5,33.0
1879,male,41,178.0,84.0,1.0,79.0,37.7,3.0
1880,female,50,160.0,53.0,27.0,107.0,40.8,181.0
1881,female,35,143.0,44.0,16.0,95.0,40.1,85.0
1882,female,20,157.0,56.0,26.0,103.0,40.4,149.0
1883,male,57,180.0,87.0,19.0,90.0,40.2,96.0
1884,female,24,170.0,67.0,8.0,95.0,39.4,38.0
1885,female,63,155.0,58.0,14.0,88.0,40.2,68.0
1886,female,64,148.0,50.0,28.0,112.0,40.8,211.0
1887,male,27,178.0,81.0,11.0,96.0,40.0,48.0
1888,female,29,160.0,60.0,2.0,80.0,38.2,7.0
1889,male,26,169.0,73.0,10.0,85.0,39.8,25.0
1890,female,68,162.0,59.0,13.0,93.0,40.0,71.0
1891,female,46,151.0,51.0,28.0,108.0,40.9,190.0
1892,male,25,181.0,84.0,19.0,102.0,40.6,99.0
1893,male,73,179.0,87.0,10.0,91.0,39.6,60.0
1894,female,41,157.0,59.0,3.0,85.0,38.6,12.0
1895,male,71,186.0,82.0,19.0,100.0,40.2,135.0
1896,female,59,135.0,38.0,17.0,98.0,40.4,104.0
1897,female,67,173.0,73.0,1.0,88.0,38.0,5.0
1898,male,57,175.0,82.0,22.0,112.0,40.2,181.0
1899,male,43,175.0,79.0,5.0,83.0,39.4,16.0
1900,male,73,188.0,95.0,21.0,103.0,40.4,167.0
1901,female,33,170.0,64.0,28.0,105.0,40.6,169.0
1902,male,42,182.0,87.0,21.0,107.0,40.1,144.0
1903,male,52,201.0,105.0,23.0,104.0,40.7,168.0
1904,male,73,184.0,82.0,27.0,104.0,40.7,211.0
1905,male,22,181.0,78.0,15.0,87.0,40.3,40.0
1906,female,45,158.0,57.0,24.0,110.0,40.5,165.0
1907,male,39,174.0,76.0,17.0,83.0,40.5,49.0
1908,female,47,174.0,73.0,28.0,101.0,40.9,161.0
1909,male,67,212.0,124.0,16.0,87.0,40.1,94.0
1910,male,48,186.0,85.0,17.0,88.0,40.6,72.0
1911,female,75,157.0,61.0,5.0,77.0,39.2,19.0
1912,male,34,184.0,84.0,30.0,103.0,40.7,174.0
1913,male,20,192.0,91.0,12.0,97.0,40.1,53.0
1914,female,27,162.0,58.0,13.0,88.0,40.3,55.0
1915,male,36,185.0,79.0,6.0,89.0,39.1,22.0
1916,female,21,165.0,61.0,15.0,85.0,40.4,56.0
1917,male,22,189.0,93.0,3.0,76.0,38.4,4.0
1918,female,31,179.0,73.0,18.0,91.0,40.3,79.0
1919,male,31,191.0,94.0,19.0,98.0,40.3,98.0
1920,male,21,179.0,74.0,3.0,81.0,38.6,5.0
1921,female,25,166.0,68.0,12.0,100.0,40.2,64.0
1922,female,50,177.0,73.0,6.0,88.0,39.3,26.0
1923,male,31,192.0,96.0,12.0,95.0,40.4,57.0
1924,male,45,190.0,87.0,14.0,98.0,40.0,79.0
1925,female,30,160.0,59.0,19.0,98.0,40.6,101.0
1926,male,74,200.0,109.0,17.0,99.0,40.1,131.0
1927,male,57,182.0,84.0,28.0,108.0,40.9,215.0
1928,female,41,188.0,79.0,25.0,102.0,40.4,142.0
1929,male,72,195.0,99.0,15.0,99.0,40.4,111.0
1930,male,67,186.0,89.0,29.0,110.0,41.1,249.0
1931,male,47,182.0,89.0,30.0,113.0,41.1,242.0
1932,female,55,170.0,72.0,21.0,99.0,40.7,119.0
1933,male,77,203.0,102.0,15.0,94.0,40.1,104.0
1934,male,58,172.0,77.0,6.0,80.0,39.3,20.0
1935,female,29,176.0,67.0,13.0,88.0,40.1,54.0
1936,female,52,165.0,65.0,7.0,93.0,39.0,36.0
1937,male,68,183.0,90.0,24.0,104.0,40.8,186.0
1938,male,37,182.0,82.0,11.0,89.0,39.8,42.0
1939,female,36,167.0,69.0,12.0,95.0,39.8,60.0
1940,female,39,163.0,60.0,12.0,91.0,40.2,57.0
1941,female,20,155.0,51.0,11.0,86.0,39.9,44.0
1942,female,21,167.0,64.0,13.0,90.0,40.1,55.0
1943,male,31,193.0,98.0,2.0,87.0,38.5,7.0
1944,female,38,162.0,60.0,19.0,96.0,40.5,99.0
1945,female,21,180.0,75.0,20.0,100.0,40.6,103.0
1946,female,49,171.0,64.0,6.0,89.0,39.6,28.0
1947,male,31,179.0,82.0,6.0,87.0,39.1,19.0
1948,female,28,159.0,56.0,11.0,93.0,40.0,53.0
1949,female,54,162.0,59.0,24.0,114.0,40.8,179.0
1950,male,33,186.0,83.0,24.0,116.0,40.3,185.0
1951,male,67,181.0,84.0,9.0,93.0,39.9,53.0
1952,female,22,163.0,59.0,16.0,104.0,40.1,93.0
1953,female,49,172.0,69.0,23.0,104.0,40.7,142.0
1954,male,46,171.0,73.0,26.0,101.0,40.7,152.0
1955,female,43,166.0,66.0,12.0,89.0,40.1,54.0
1956,female,40,160.0,59.0,7.0,81.0,39.8,26.0
1957,female,32,163.0,66.0,19.0,101.0,40.7,106.0
1958,male,54,186.0,90.0,7.0,84.0,39.4,28.0
1959,male,25,193.0,86.0,23.0,101.0,40.5,118.0
1960,female,58,167.0,62.0,28.0,105.0,40.7,183.0
1961,male,74,189.0,87.0,9.0,93.0,39.8,57.0
1962,male,43,184.0,88.0,4.0,89.0,39.2,17.0
1963,male,54,180.0,79.0,19.0,105.0,40.3,132.0
1964,female,47,173.0,69.0,1.0,80.0,37.3,4.0
1965,female,41,149.0,54.0,26.0,102.0,40.7,156.0
1966,male,22,194.0,93.0,8.0,90.0,39.6,28.0
1967,female,64,163.0,60.0,24.0,103.0,40.4,155.0
1968,female,53,177.0,77.0,17.0,95.0,40.1,88.0
1969,male,22,163.0,62.0,4.0,86.0,38.3,9.0
1970,female,32,153.0,55.0,8.0,89.0,39.5,36.0
1971,female,56,162.0,66.0,7.0,88.0,39.4,32.0
1972,female,51,180.0,76.0,8.0,86.0,39.3,33.0
1973,female,53,171.0,68.0,24.0,102.0,41.1,145.0
1974,male,22,186.0,81.0,21.0,101.0,40.3,102.0
1975,female,24,157.0,56.0,15.0,98.0,39.7,79.0
1976,female,20,162.0,57.0,12.0,95.0,39.8,58.0
1977,female,22,150.0,52.0,22.0,102.0,40.7,125.0
1978,male,39,165.0,69.0,30.0,108.0,41.0,195.0
1979,female,49,161.0,57.0,10.0,89.0,40.2,47.0
1980,male,68,190.0,99.0,19.0,98.0,40.4,133.0
1981,male,37,172.0,77.0,22.0,105.0,40.5,134.0
1982,female,41,180.0,73.0,29.0,119.0,41.1,219.0
1983,male,44,192.0,94.0,28.0,109.0,41.1,208.0
1984,male,36,197.0,96.0,23.0,97.0,40.4,121.0
1985,male,44,173.0,69.0,27.0,107.0,40.9,178.0
1986,female,48,175.0,69.0,21.0,101.0,40.3,122.0
1987,male,22,200.0,104.0,17.0,92.0,40.3,68.0
1988,female,64,170.0,69.0,11.0,85.0,39.7,48.0
1989,female,39,174.0,74.0,26.0,106.0,40.8,159.0
1990,female,52,169.0,70.0,14.0,99.0,40.4,79.0
1991,male,20,193.0,98.0,22.0,100.0,40.7,110.0
1992,female,38,157.0,57.0,5.0,83.0,39.3,19.0
1993,female,64,167.0,64.0,17.0,101.0,40.1,105.0
1994,male,65,204.0,112.0,25.0,106.0,40.9,209.0
1995,male,21,173.0,71.0,28.0,111.0,40.9,171.0
1996,female,44,180.0,74.0,13.0,98.0,39.9,70.0
1997,female,67,191.0,91.0,26.0,99.0,40.7,147.0
1998,female,59,156.0,56.0,10.0,98.0,39.9,59.0
1999,male,51,187.0,91.0,24.0,98.0,40.9,145.0
2000,female,64,176.0,77.0,27.0,112.0,40.8,194.0
2001,male,27,180.0,83.0,13.0,93.0,40.2,51.0
2002,male,58,199.0,102.0,15.0,91.0,40.4,83.0
2003,female,63,173.0,67.0,24.0,110.0,40.6,170.0
2004,female,59,154.0,56.0,23.0,102.0,40.8,145.0
2005,female,43,152.0,56.0,25.0,105.0,40.6,158.0
2006,female,50,165.0,71.0,21.0,101.0,40.4,122.0
2007,female,65,137.0,41.0,3.0,83.0,38.7,14.0
2008,male,49,177.0,78.0,23.0,106.0,40.9,158.0
2009,female,44,168.0,70.0,18.0,94.0,40.3,90.0
2010,male,42,179.0,81.0,16.0,87.0,40.3,60.0
2011,female,52,161.0,64.0,24.0,96.0,41.0,130.0
2012,female,79,166.0,71.0,5.0,98.0,38.9,30.0
2013,male,45,183.0,85.0,17.0,100.0,40.2,101.0
2014,male,36,184.0,93.0,11.0,93.0,39.8,51.0
2015,female,39,181.0,78.0,6.0,88.0,39.4,25.0
2016,male,59,169.0,76.0,8.0,78.0,39.4,25.0
2017,male,36,183.0,88.0,6.0,88.0,38.8,22.0
2018,female,78,152.0,57.0,12.0,83.0,40.0,55.0
2019,male,38,190.0,94.0,28.0,118.0,40.7,238.0
2020,male,22,207.0,110.0,1.0,81.0,37.8,2.0
2021,male,71,187.0,92.0,27.0,109.0,40.4,234.0
2022,male,55,194.0,100.0,11.0,92.0,39.4,61.0
2023,male,40,190.0,90.0,4.0,86.0,39.1,15.0
2024,female,44,148.0,53.0,8.0,87.0,39.8,36.0
2025,female,37,176.0,73.0,3.0,82.0,38.8,11.0
2026,male,55,180.0,86.0,26.0,104.0,40.3,183.0
2027,female,45,159.0,65.0,27.0,113.0,40.8,192.0
2028,female,20,155.0,60.0,21.0,102.0,40.5,117.0
2029,male,36,200.0,100.0,7.0,85.0,39.5,25.0
2030,female,37,144.0,47.0,17.0,96.0,40.0,92.0
2031,male,46,180.0,78.0,25.0,99.0,40.7,142.0
2032,male,55,194.0,102.0,10.0,88.0,40.0,50.0
2033,male,29,177.0,81.0,1.0,78.0,37.7,2.0
2034,male,75,196.0,99.0,29.0,99.0,41.0,218.0
2035,male,34,178.0,80.0,21.0,106.0,40.4,130.0
2036,male,33,188.0,83.0,17.0,93.0,40.5,72.0
2037,female,50,155.0,59.0,18.0,113.0,40.3,131.0
2038,male,34,179.0,73.0,5.0,85.0,39.2,14.0
2039,female,52,179.0,76.0,9.0,90.0,39.8,42.0
2040,female,32,188.0,77.0,17.0,88.0,40.7,69.0
2041,male,23,191.0,96.0,7.0,89.0,39.0,24.0
2042,female,67,175.0,74.0,25.0,103.0,41.0,158.0
2043,male,58,212.0,111.0,20.0,95.0,40.3,127.0
2044,male,60,173.0,79.0,26.0,98.0,40.7,161.0
2045,female,25,157.0,59.0,11.0,82.0,39.7,39.0
2046,male,43,205.0,113.0,28.0,119.0,41.0,260.0
2047,male,62,185.0,86.0,3.0,90.0,38.5,16.0
2048,male,52,175.0,82.0,9.0,91.0,39.6,43.0
2049,female,57,159.0,52.0,17.0,98.0,40.4,100.0
2050,male,20,173.0,71.0,13.0,99.0,40.1,55.0
2051,female,40,165.0,61.0,1.0,86.0,38.0,4.0
2052,male,24,163.0,66.0,19.0,118.0,40.5,137.0
2053,male,30,203.0,99.0,3.0,87.0,38.5,11.0
2054,female,58,185.0,80.0,19.0,103.0,40.4,115.0
2055,female,75,143.0,49.0,15.0,86.0,40.3,75.0
2056,male,21,180.0,76.0,1.0,74.0,37.6,1.0
2057,male,33,193.0,91.0,13.0,89.0,40.3,50.0
2058,male,22,183.0,84.0,1.0,76.0,37.8,1.0
2059,male,24,190.0,95.0,13.0,93.0,40.2,53.0
2060,male,68,178.0,77.0,8.0,89.0,39.8,42.0
2061,male,78,195.0,97.0,25.0,103.0,40.5,205.0
2062,female,25,151.0,57.0,15.0,95.0,40.2,74.0
2063,female,42,178.0,74.0,19.0,97.0,40.4,99.0
2064,female,60,189.0,83.0,3.0,86.0,38.3,13.0
2065,male,67,189.0,94.0,23.0,100.0,40.8,165.0
2066,female,25,159.0,60.0,7.0,94.0,39.4,34.0
2067,male,73,185.0,88.0,10.0,92.0,39.7,61.0
2068,female,43,164.0,63.0,23.0,106.0,40.9,146.0
2069,female,38,166.0,61.0,28.0,115.0,40.8,203.0
2070,male,37,186.0,88.0,15.0,102.0,39.9,88.0
2071,male,48,192.0,88.0,24.0,107.0,40.8,172.0
2072,male,65,201.0,104.0,7.0,78.0,39.6,28.0
2073,male,30,178.0,76.0,8.0,81.0,39.9,17.0
2074,male,23,186.0,86.0,24.0,97.0,41.0,106.0
2075,female,24,170.0,64.0,2.0,79.0,38.1,6.0
2076,female,47,149.0,54.0,6.0,87.0,39.5,27.0
2077,male,29,181.0,78.0,6.0,91.0,39.3,22.0
2078,female,53,165.0,67.0,21.0,104.0,40.8,131.0
2079,female,53,166.0,68.0,29.0,105.0,40.8,184.0
2080,female,55,157.0,57.0,27.0,101.0,40.8,165.0
2081,female,55,169.0,71.0,9.0,91.0,39.7,44.0
2082,female,71,160.0,63.0,3.0,83.0,38.7,13.0
2083,female,52,161.0,64.0,16.0,86.0,40.3,70.0
2084,male,38,172.0,70.0,24.0,102.0,40.6,133.0
2085,female,48,166.0,70.0,4.0,87.0,38.8,17.0
2086,female,20,151.0,46.0,25.0,98.0,40.8,133.0
2087,female,33,156.0,56.0,6.0,89.0,39.4,27.0
2088,female,42,160.0,61.0,20.0,103.0,40.6,121.0
2089,male,52,187.0,95.0,10.0,89.0,39.8,48.0
2090,male,73,175.0,79.0,6.0,86.0,39.4,30.0
2091,male,33,177.0,80.0,25.0,102.0,40.5,138.0
2092,female,30,163.0,63.0,14.0,83.0,40.3,51.0
2093,male,66,187.0,93.0,9.0,85.0,40.1,44.0
2094,male,25,174.0,76.0,5.0,88.0,39.4,15.0
2095,male,35,173.0,70.0,27.0,102.0,40.8,146.0
2096,male,22,191.0,85.0,27.0,96.0,40.9,113.0
2097,female,41,159.0,60.0,18.0,97.0,40.8,97.0
2098,male,31,213.0,108.0,29.0,111.0,41.1,214.0
2099,female,49,180.0,80.0,2.0,83.0,38.5,8.0
2100,male,37,170.0,69.0,5.0,91.0,39.1,19.0
2101,male,41,176.0,70.0,17.0,100.0,40.5,92.0
2102,male,77,206.0,106.0,10.0,95.0,40.0,72.0
2103,female,27,149.0,55.0,25.0,98.0,40.6,133.0
2104,female,20,168.0,63.0,29.0,109.0,40.7,182.0
2105,male,25,182.0,85.0,25.0,101.0,40.9,128.0
2106,female,54,174.0,68.0,9.0,95.0,39.4,48.0
2107,female,20,175.0,74.0,24.0,108.0,40.8,144.0
2108,female,42,152.0,60.0,16.0,94.0,40.2,81.0
2109,male,21,193.0,86.0,12.0,102.0,40.4,61.0
2110,female,20,157.0,49.0,24.0,111.0,40.1,160.0
2111,male,37,189.0,97.0,11.0,88.0,39.7,44.0
2112,male,26,171.0,77.0,28.0,105.0,40.7,156.0
2113,female,21,136.0,45.0,16.0,102.0,40.5,92.0
2114,male,21,178.0,78.0,20.0,99.0,40.5,89.0
2115,female,77,155.0,62.0,4.0,85.0,38.9,19.0
2116,male,45,179.0,82.0,26.0,107.0,40.6,180.0
2117,male,66,178.0,85.0,26.0,112.0,40.7,227.0
2118,male,66,189.0,91.0,5.0,81.0,39.1,21.0
2119,female,48,162.0,65.0,10.0,92.0,40.1,49.0
2120,female,32,169.0,62.0,4.0,75.0,39.2,11.0
2121,female,62,144.0,47.0,18.0,95.0,40.5,103.0
2122,male,30,182.0,81.0,28.0,113.0,40.7,198.0
2123,male,26,180.0,76.0,11.0,90.0,40.1,36.0
2124,male,57,193.0,100.0,13.0,84.0,40.1,57.0
2125,male,28,177.0,78.0,22.0,110.0,40.8,142.0
2126,male,32,177.0,76.0,21.0,98.0,40.6,101.0
2127,male,25,179.0,76.0,30.0,105.0,40.8,165.0
2128,male,43,189.0,87.0,22.0,106.0,40.5,149.0
2129,male,36,186.0,89.0,22.0,103.0,40.9,132.0
2130,female,25,159.0,58.0,17.0,96.0,40.2,86.0
2131,male,55,184.0,88.0,1.0,78.0,37.8,3.0
2132,female,38,155.0,59.0,28.0,115.0,40.4,204.0
2133,female,53,168.0,63.0,22.0,99.0,40.8,127.0
2134,male,49,178.0,81.0,21.0,97.0,40.8,117.0
2135,male,25,194.0,93.0,2.0,69.0,37.9,1.0
2136,male,24,175.0,70.0,8.0,90.0,39.3,25.0
2137,female,25,158.0,56.0,9.0,85.0,39.5,35.0
2138,male,21,177.0,77.0,24.0,104.0,40.6,125.0
2139,male,47,210.0,110.0,12.0,88.0,40.1,57.0
2140,female,20,155.0,50.0,2.0,82.0,37.9,7.0
2141,male,37,173.0,80.0,9.0,97.0,39.3,45.0
2142,male,35,156.0,57.0,10.0,88.0,39.5,30.0
2143,female,46,184.0,79.0,17.0,97.0,40.1,89.0
2144,female,49,155.0,58.0,10.0,96.0,39.9,55.0
2145,female,29,169.0,63.0,24.0,106.0,40.7,146.0
2146,female,28,165.0,59.0,12.0,91.0,39.8,54.0
2147,male,45,182.0,84.0,28.0,113.0,41.0,220.0
2148,male,31,183.0,87.0,25.0,104.0,40.4,147.0
2149,female,64,159.0,58.0,9.0,81.0,39.7,37.0
2150,female,39,165.0,59.0,28.0,114.0,40.9,201.0
2151,female,79,149.0,54.0,13.0,93.0,40.1,74.0
2152,male,69,190.0,93.0,24.0,105.0,40.5,192.0
2153,male,43,176.0,79.0,26.0,115.0,41.2,207.0
2154,male,66,185.0,85.0,26.0,103.0,41.2,192.0
2155,male,21,200.0,94.0,6.0,81.0,39.2,13.0
2156,female,39,169.0,66.0,8.0,90.0,39.6,36.0
2157,male,54,167.0,69.0,8.0,87.0,39.8,32.0
2158,female,21,168.0,65.0,29.0,105.0,41.2,169.0
2159,male,55,181.0,87.0,1.0,75.0,37.8,3.0
2160,male,60,167.0,69.0,25.0,110.0,40.5,195.0
2161,female,69,172.0,69.0,11.0,95.0,39.7,61.0
2162,male,41,176.0,81.0,13.0,93.0,40.3,60.0
2163,male,27,198.0,105.0,21.0,110.0,40.7,147.0
2164,female,54,148.0,54.0,18.0,98.0,40.3,105.0
2165,female,61,162.0,68.0,21.0,103.0,40.4,132.0
2166,male,66,183.0,91.0,12.0,92.0,40.1,70.0
2167,female,35,152.0,51.0,29.0,119.0,40.9,225.0
2168,female,27,175.0,71.0,22.0,99.0,40.8,115.0
2169,female,46,151.0,51.0,28.0,107.0,41.3,187.0
2170,male,28,169.0,69.0,22.0,111.0,40.8,141.0
2171,female,26,161.0,60.0,9.0,82.0,39.8,32.0
2172,female,58,173.0,69.0,8.0,87.0,39.7,36.0
2173,female,26,162.0,56.0,5.0,81.0,39.1,17.0
2174,male,26,187.0,82.0,29.0,107.0,40.2,174.0
2175,male,44,179.0,81.0,28.0,105.0,40.6,183.0
2176,male,24,195.0,98.0,20.0,105.0,40.6,119.0
2177,male,60,176.0,82.0,3.0,83.0,38.4,12.0
2178,female,70,172.0,72.0,15.0,99.0,40.3,89.0
2179,female,39,148.0,48.0,2.0,85.0,38.2,8.0
2180,male,44,183.0,83.0,11.0,96.0,40.1,57.0
2181,male,34,171.0,71.0,5.0,83.0,39.3,13.0
2182,male,69,171.0,74.0,13.0,90.0,39.6,69.0
2183,female,60,160.0,65.0,5.0,83.0,39.1,21.0
2184,female,54,161.0,57.0,7.0,94.0,39.2,37.0
2185,male,33,187.0,87.0,26.0,106.0,40.7,163.0
2186,male,20,177.0,77.0,10.0,98.0,39.8,42.0
2187,female,62,167.0,65.0,22.0,103.0,40.9,139.0
2188,female,73,153.0,58.0,5.0,78.0,38.9,20.0
2189,female,23,166.0,58.0,12.0,98.0,40.3,63.0
2190,male,74,197.0,105.0,12.0,88.0,39.7,71.0
2191,female,53,154.0,57.0,4.0,86.0,38.9,18.0
2192,male,50,187.0,93.0,28.0,106.0,40.9,203.0
2193,male,24,193.0,99.0,20.0,89.0,40.2,71.0
2194,male,26,175.0,76.0,12.0,92.0,40.3,43.0
2195,female,58,159.0,61.0,25.0,111.0,41.1,179.0
2196,female,62,166.0,65.0,1.0,73.0,37.9,3.0
2197,male,23,193.0,93.0,29.0,103.0,41.1,159.0
2198,female,28,170.0,70.0,11.0,86.0,40.1,42.0
2199,female,31,176.0,68.0,15.0,96.0,40.3,75.0
2200,male,29,175.0,73.0,9.0,91.0,39.7,32.0
2201,male,46,195.0,95.0,10.0,82.0,40.0,35.0
2202,male,21,167.0,65.0,21.0,102.0,40.5,97.0
2203,female,56,153.0,50.0,9.0,82.0,39.6,38.0
2204,male,75,197.0,103.0,6.0,91.0,39.1,38.0
2205,male,36,190.0,95.0,27.0,106.0,40.7,178.0
2206,female,66,155.0,62.0,19.0,99.0,40.5,114.0
2207,female,74,173.0,78.0,30.0,107.0,40.9,204.0
2208,male,23,171.0,72.0,6.0,84.0,39.4,13.0
2209,male,65,186.0,85.0,17.0,96.0,40.5,107.0
2210,female,25,154.0,52.0,18.0,108.0,40.5,115.0
2211,male,26,178.0,79.0,12.0,101.0,40.5,60.0
2212,male,34,176.0,78.0,12.0,98.0,39.7,59.0
2213,female,38,163.0,66.0,11.0,98.0,39.9,59.0
2214,male,20,203.0,103.0,11.0,93.0,39.8,44.0
2215,female,34,181.0,72.0,23.0,102.0,41.2,130.0
2216,male,74,196.0,94.0,24.0,102.0,40.7,187.0
2217,female,70,161.0,62.0,6.0,90.0,39.2,31.0
2218,female,20,149.0,52.0,16.0,91.0,40.4,72.0
2219,female,73,149.0,55.0,30.0,107.0,41.2,213.0
2220,female,44,172.0,75.0,14.0,101.0,40.0,79.0
2221,male,33,178.0,82.0,30.0,108.0,41.1,194.0
2222,female,60,166.0,66.0,22.0,111.0,40.6,157.0
2223,male,51,195.0,89.0,12.0,94.0,39.8,65.0
2224,female,67,151.0,59.0,27.0,105.0,40.8,181.0
2225,male,52,178.0,85.0,6.0,79.0,39.3,19.0
2226,female,37,156.0,57.0,22.0,96.0,40.6,116.0
2227,male,49,178.0,85.0,15.0,91.0,40.1,71.0
2228,male,54,182.0,90.0,17.0,106.0,39.8,125.0
2229,female,25,163.0,63.0,15.0,96.0,39.7,74.0
2230,male,35,176.0,81.0,21.0,107.0,40.3,134.0
2231,female,38,145.0,49.0,17.0,91.0,40.1,82.0
2232,male,33,183.0,85.0,18.0,99.0,40.5,93.0
2233,female,72,177.0,70.0,16.0,97.0,40.4,93.0
2234,male,69,200.0,98.0,17.0,96.0,39.9,115.0
2235,male,40,177.0,84.0,7.0,82.0,39.4,21.0
2236,male,27,188.0,84.0,25.0,100.0,40.8,126.0
2237,female,51,169.0,70.0,28.0,106.0,40.7,179.0
2238,female,20,143.0,48.0,27.0,107.0,40.6,169.0
2239,female,40,172.0,71.0,20.0,101.0,40.7,113.0
2240,female,41,182.0,77.0,23.0,115.0,40.6,163.0
2241,female,76,142.0,49.0,23.0,99.0,40.5,147.0
2242,female,38,157.0,60.0,28.0,109.0,40.7,185.0
2243,male,33,165.0,72.0,6.0,81.0,39.5,13.0
2244,female,37,170.0,69.0,25.0,118.0,40.7,186.0
2245,female,35,169.0,66.0,5.0,75.0,39.0,14.0
2246,male,58,175.0,78.0,19.0,100.0,40.6,121.0
2247,male,22,196.0,96.0,29.0,102.0,40.8,155.0
2248,female,45,182.0,80.0,26.0,108.0,40.8,165.0
2249,male,35,169.0,76.0,12.0,90.0,40.0,45.0
2250,female,40,159.0,63.0,12.0,93.0,40.2,59.0
2251,male,67,191.0,90.0,24.0,104.0,40.9,184.0
2252,female,41,176.0,71.0,13.0,89.0,39.9,57.0
2253,male,22,195.0,95.0,29.0,108.0,41.0,181.0
2254,female,44,172.0,67.0,17.0,86.0,40.5,71.0
2255,male,20,183.0,80.0,11.0,94.0,40.1,41.0
2256,male,45,175.0,76.0,15.0,84.0,40.5,50.0
2257,male,24,179.0,81.0,19.0,97.0,40.3,83.0
2258,female,79,164.0,64.0,18.0,98.0,40.2,110.0
2259,male,26,197.0,97.0,20.0,102.0,40.7,111.0
2260,female,59,172.0,70.0,2.0,96.0,38.6,11.0
2261,female,50,175.0,75.0,25.0,116.0,40.7,184.0
2262,male,40,201.0,97.0,10.0,99.0,40.0,58.0
